HPV16,HPV18,HPVoHR,HPVLR
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
0.019845747,0.020615766,0.0008,0.0051
